guess_en,guess_fr,wordle_en,wordle_fr,wordle_sp,wordle_ge
hoers,obere,,,luces,runge
hogan,obese,,,lucha,rupel
hogen,obier,,,luche,rupfe
hoggs,obits,,,lucho,rupft
hoghs,objet,,,lucia,rupie
hohed,oblat,,,lucid,ruppe
hoick,obole,,,lucio,rural
hoied,obtus,,,lucir,rushs
hoiks,obvia,,,lucis,russe
hoing,obvie,,,lucma,ruste
hoise,occis,,,lucra,ruten
hoist,ocean,,,lucre,ruths
hokas,ocrai,,,lucro,rutte
hoked,ocras,,,ludan,ruwer
hokes,ocrat,,,ludas,saale
hokey,ocree,,,luden,saals
hokis,ocrer,,,ludes,sabel
hokku,ocres,,,ludia,sache
hokum,ocrez,,,ludid,sachs
holds,octal,,,ludio,sacht
holed,octas,,,ludir,sacke
holes,octet,,,ludis,sacke
holey,ocule,,,luego,sacks
holks,oculi,,,luene,sackt
holla,odeon,,,lugar,saend
hollo,odeur,,,lugre,saens
holly,oeils,,,luian,safes
holme,oeufs,,,luias,safte
holms,oeuve,,,luido,safte
holon,offre,,,luira,safts
holos,oflag,,,luire,sagen
holts,ogams,,,luisa,sagen
homas,ogham,,,lujad,sager
homed,ogive,,,lujan,sagst
homer,ognon,,,lujar,sagst
homes,ogres,,,lujas,sagte
homey,oidie,,,lujen,sagte
homie,oient,,,lujes,sahel
homme,oigne,,,lumbo,sahen
homos,oille,,,lumen,sahen
honan,oings,,,lumia,sahet
honda,ointe,,,lunar,sahib
honds,oints,,,lunch,sahne
honed,oisif,,,lunea,sahnt
honer,oison,,,lunee,sahst
hones,okapi,,,lunel,saint
honey,okras,,,luneo,saite
hongi,oleum,,,lunes,sakko
hongs,olive,,,lunfa,sakra
honks,omble,,,lupia,salam
honor,ombra,,,lupus,salar
hooch,ombre,,,lurte,salat
hoods,omega,,,lusca,salbe
hoody,omets,,,lusco,salbt
hooey,omise,,,lutea,saldo
hoofs,omras,,,luteo,salem
hooka,onces,,,luvia,salen
hooks,oncle,,,luxad,sally
hooky,ondee,,,luxan,salon
hooly,ondes,,,luxar,salsa
hoons,ondin,,,luxas,salto
hoops,ongle,,,luxen,salut
hoord,onlay,,,luxes,salve
hoors,onsen,,,luyan,salze
hoosh,opale,,,luyas,salzt
hoots,opens,,,luyen,samba
hooty,opera,,,luyes,samen
hoove,opere,,,luzca,samig
hopak,opiat,,,luzco,sammy
hoped,opina,,,lycra,samoa
hoper,opine,,,mable,samos
hopes,opium,,,macad,samts
hoppy,optai,,,macal,sanaa
horah,optas,,,macan,sande
horal,optat,,,macar,sands
horas,opter,,,macas,sandy
horde,optes,,,macea,sanft
horks,optez,,,macee,sange
horme,orage,,,macen,sangt
horns,orale,,,maceo,sanke
horny,orant,,,maces,sankt
horse,oraux,,,macha,sanne
horst,orbes,,,mache,sannt
horsy,ordis,,,machi,santa
hosed,ordos,,,macho,santo
hosel,ordre,,,macia,sanyo
hosen,orees,,,macio,saone
hoser,orges,,,macis,sarah
hoses,orgie,,,macla,saras
hosey,orgue,,,macon,sarde
hosta,oriel,,,macro,sarge
hosts,orins,,,macua,sargs
hotch,oriya,,,mador,sarin
hotel,orles,,,madre,saris
hoten,orlon,,,maesa,sasse
hotly,ormes,,,maese,satan
hotty,ormet,,,maeso,saten
houff,ornai,,,maena,satet
houfs,ornas,,,maeno,satin
hough,ornat,,,mafia,satte
hound,ornee,,,magia,satyr
houri,orner,,,magie,satze
hours,ornes,,,magin,satze
house,ornez,,,magio,sauce
houts,orobe,,,magma,saudi
hovea,oromo,,,magna,sauen
hoved,orpin,,,magno,sauen
hovel,orque,,,magra,sauer
hoven,ortie,,,magro,saufe
hover,orval,,,mague,sauft
hoves,orvet,,,mahon,sauft
howbe,osais,,,maido,sauge
howdy,osait,,,majad,sauge
howes,osant,,,majal,saugt
howff,oscar,,,majan,saugt
howfs,osees,,,majar,saule
howks,osent,,,majas,sauls
howls,osera,,,majea,saume
howre,oside,,,majee,saums
howso,osier,,,majen,saumt
hoxed,osiez,,,majeo,sauna
hoxes,osmie,,,majes,saure
hoyas,osons,,,malar,saure
hoyed,osque,,,malea,sause
hoyle,ossue,,,malee,saust
hubby,ossus,,,maleo,saute
hucks,osteo,,,malla,savoy
hudna,ostos,,,malle,scala
hudud,otage,,,mallo,scans
huers,otais,,,malon,schab
huffs,otait,,,malta,schaf
huffy,otant,,,malva,schah
huger,otees,,,mamad,schal
huggy,otent,,,maman,scham
huhus,otera,,,mamar,scham
huias,otiez,,,mamas,schar
hulas,otite,,,mamba,schau
hules,otomi,,,mambi,scher
hulks,otons,,,mambo,scheu
hulky,ouais,,,mamen,schia
hullo,ouata,,,mames,schis
hulls,ouate,,,mamey,schmu
hully,oubli,,,mamia,schob
human,ouche,,,mamon,schon
humas,oueds,,,mamua,schon
humfs,ouest,,,mamut,schor
humic,oufti,,,manad,schot
humid,ouies,,,manal,schub
humor,ouira,,,manan,schuf
humph,oumma,,,manar,schuh
humps,ounce,,,manas,schur
humpy,ourdi,,,manca,score
humus,ourla,,,manco,scott
hunch,ourle,,,manda,scout
hunks,ourse,,,mande,seato
hunky,ouste,,,mandi,secco
hunts,outil,,,mando,sechs
hurds,outra,,,manea,sedan
hurls,outre,,,manee,seele
hurly,ouvra,,,manen,segel
hurra,ouvre,,,maneo,segen
hurry,ouzos,,,manes,segge
hurst,ovale,,,manga,segle
hurts,ovate,,,mango,segne
hushy,ovees,,,mangu,sehen
husks,ovide,,,mania,seher
husky,ovine,,,manid,sehne
husos,ovins,,,manio,sehnt
hussy,ovnis,,,manir,seide
hutch,ovula,,,manis,seien
hutia,ovule,,,mansa,seife
huzza,oxers,,,manso,seift
huzzy,oxime,,,manta,seiko
hwyls,oxyda,,,manto,seile
hydra,oxyde,,,manus,seils
hydro,oyais,,,maoma,seilt
hyena,oyait,,,maori,seine
hyens,oyant,,,mapea,seins
hygge,oyats,,,mapee,seist
hying,oyiez,,,mapeo,seite
hykes,oyons,,,maple,sekte
hylas,ozene,,,maque,sekts
hyleg,ozona,,,maqui,selbe
hyles,ozone,,,marca,selen
hylic,pacas,,,marce,selig
hymen,pacha,,,marci,selim
hymns,packs,,,marco,selma
hynde,pacsa,,,marea,semem
hyoid,pacse,,,maree,semit
hyped,pacte,,,mareo,senat
hyper,padan,,,marga,sende
hypes,paddy,,,margo,senfs
hypha,padel,,,maria,senge
hyphy,padou,,,marlo,sengt
hypos,padre,,,maron,senil
hyrax,paean,,,marra,senke
hyson,pagea,,,marre,senkt
hythe,pagee,,,marro,senne
iambi,pagel,,,marsa,senor
iambs,pager,,,marso,sense
ibrik,pages,,,marta,senta
icers,pagez,,,marte,seoul
iched,pagne,,,marza,sepia
iches,pagre,,,marzo,sepps
ichor,pagus,,,masad,serbe
icier,paien,,,masai,seren
icily,paies,,,masan,serge
icing,pains,,,masar,serie
icker,paire,,,masas,serin
ickle,pairs,,,masca,seros
icons,pajot,,,masco,serra
ictal,pakol,,,masea,serum
ictic,palan,,,masee,sesam
ictus,palas,,,masen,setup
idant,palee,,,maseo,setze
ideal,pales,,,maser,setzt
ideas,palet,,,mases,seufz
idees,palie,,,masia,sexes
ident,palir,,,maslo,sexta
idiom,palis,,,mason,sexte
idiot,palit,,,maste,sexus
idled,palle,,,masto,shake
idler,palma,,,matad,sharp
idles,palme,,,matan,shaws
idola,palot,,,matar,shell
idols,palox,,,matas,shift
idyll,palpa,,,matea,shirt
idyls,palpe,,,matee,shiva
iftar,palud,,,maten,shoah
igapo,palus,,,mateo,shops
igged,pamai,,,mates,shows
igloo,pamas,,,matiz,siams
iglus,pamat,,,maton,sibiu
ihram,pamee,,,matul,sicht
ikans,pamer,,,maula,sicke
ikats,pames,,,maule,sidon
ikons,pamez,,,maulo,siebe
ileac,pampa,,,maura,siebs
ileal,panai,,,maure,siebt
ileum,panas,,,mauro,siech
ileus,panat,,,mayad,siede
iliac,panax,,,mayal,siege
iliad,panca,,,mayan,siegs
ilial,panda,,,mayar,siegt
ilium,panee,,,mayas,siehe
iller,panel,,,mayea,sieht
illth,paner,,,mayee,siele
image,panes,,,mayen,siels
imago,panez,,,mayeo,siena
imams,panga,,,mayes,sieze
imari,panic,,,mayor,siezt
imaum,panka,,,mazad,sigel
imbar,panne,,,mazan,siggi
imbed,pansa,,,mazar,sigis
imbue,panse,,,mazas,sigle
imide,pansu,,,mazna,sigma
imido,pante,,,mazne,sikhs
imids,panty,,,mazno,silbe
imine,paons,,,manea,silke
imino,papal,,,manee,silos
immew,papas,,,maneo,silur
immit,papes,,,manio,simon
immix,papet,,,mbaya,simse
imped,papis,,,meaba,sinai
impel,papou,,,meada,singe
impis,papys,,,meado,singt
imply,paqua,,,meais,sinke
impot,paque,,,meaja,sinkt
impro,parai,,,meana,sinne
imshi,paras,,,meano,sinns
imshy,parat,,,meara,sinnt
inane,parce,,,meare,sinti
inapt,parcs,,,mease,sinus
inarm,pardi,,,meato,sioux
inbox,paree,,,meced,sippe
inbye,pareo,,,mecen,sipri
incel,parer,,,mecer,sirup
incle,pares,,,meces,sisal
incog,parez,,,mecha,sissi
incur,paria,,,meche,sissy
incus,parie,,,mecho,sitar
incut,paris,,,mecia,sites
indew,parka,,,mecio,sitte
index,parla,,,media,sitze
india,parle,,,medid,sitzt
indie,parme,,,medie,skala
indol,parmi,,,medio,skalp
indow,paroi,,,medir,skate
indri,paros,,,medis,skats
indue,parse,,,medra,skier
inept,parsi,,,medre,skill
inerm,parte,,,medro,skins
inert,parti,,,meeis,skoda
infer,parts,,,meiga,skunk
infix,party,,,meigo,skype
infos,parue,,,mejan,skypt
infra,parus,,,mejas,slang
ingan,parut,,,mejed,slawe
ingle,paseo,,,mejen,slick
ingot,passa,,,mejer,slips
inion,passe,,,mejes,slots
inked,patas,,,mejia,slums
inker,patch,,,mejio,smart
inkle,patee,,,mejor,smith
inlay,pater,,,melad,smogs
inlet,pates,,,melar,snack
inned,patin,,,melas,snobs
inner,patio,,,melga,soaps
innit,patir,,,melgo,socke
inorb,patis,,,melis,sodas
input,patit,,,mella,soden
inrun,paton,,,melle,sodom
inset,patou,,,mello,soest
inspo,patre,,,melon,sofas
intel,patro,,,melsa,sofft
inter,patte,,,melva,sofia
intil,pattu,,,memez,sofie
intis,pauma,,,menad,softe
intra,paume,,,menan,sogar
intro,pausa,,,menar,sogen
inula,pause,,,menas,sogen
inure,pavai,,,menda,soges
inurn,pavas,,,menea,sogst
inust,pavat,,,menee,sohle
invar,pavee,,,menen,sohne
inwit,paver,,,meneo,sohne
iodic,paves,,,menes,sohns
iodid,pavez,,,menge,sohnt
iodin,pavie,,,menor,sojus
ionic,pavot,,,menos,solar
iotas,paxon,,,mensa,solch
ippon,payai,,,menso,solde
irade,payas,,,mensu,solds
irate,payat,,,menta,solei
irids,payee,,,mente,solen
iring,payer,,,menti,solid
irked,payes,,,mento,solle
iroko,payez,,,meona,sollt
irone,payse,,,mequi,solon
irons,peage,,,merad,solos
irony,peans,,,meran,somit
isbas,peaux,,,merar,somme
ishes,pecan,,,meras,sonar
isled,pecha,,,merca,sonde
isles,peche,,,merco,songs
islet,pechu,,,meren,sonia
isnae,pedes,,,meres,sonja
issei,pedum,,,merey,sonke
issue,pedza,,,mergo,sonne
istle,pedze,,,merla,sonnt
itchy,pegot,,,merlo,sonor
items,pegre,,,merma,sonst
ither,pegua,,,merme,sonys
ivied,pegue,,,mermo,sooft
ivies,peina,,,merol,sopor
ivory,peine,,,mersa,sorbe
ixias,peins,,,mesad,soren
ixnay,peint,,,mesan,soren
ixora,pekan,,,mesar,sorge
ixtle,peket,,,mesas,sorgt
izard,pekin,,,mesen,sorry
izars,pekoe,,,meses,sorte
izzat,pelai,,,mesma,souks
jaaps,pelas,,,mesmo,sound
jabot,pelat,,,meson,south
jacal,pelee,,,mesta,sowie
jacks,peler,,,mesto,sozis
jacky,peles,,,metad,space
jaded,pelez,,,metal,spahe
jades,pella,,,metan,spaht
jafas,pelle,,,metas,spalt
jaffa,pelta,,,meted,spane
jagas,pelte,,,meten,spann
jager,penal,,,meter,spans
jaggs,pence,,,metes,spant
jaggy,pende,,,metia,sparc
jagir,pends,,,metio,spare
jagra,pendu,,,metra,spart
jails,penes,,,metro,spate
jaker,penil,,,meyor,spatz
jakes,penis,,,mezan,speck
jakey,penne,,,mezas,speed
jalap,penny,,,mezzo,speer
jalop,penon,,,miaba,speie
jambe,penos,,,miado,speit
jambo,pensa,,,miais,spelz
jambs,pense,,,miaja,sperr
jambu,pente,,,miara,spezi
james,pentu,,,miare,spice
jammy,penty,,,miase,spiel
jamon,peons,,,miana,spien
janes,pepee,,,miane,spiet
janns,pepes,,,miano,spike
janny,pepia,,,micer,spill
janty,pepie,,,micha,spina
japan,pepin,,,miche,spind
japed,pepon,,,micho,spinn
japer,perca,,,micra,spins
japes,perce,,,micro,spion
jarks,perco,,,midan,spitz
jarls,percu,,,midas,split
jarps,perde,,,miden,spock
jarta,perds,,,mides,spore
jarul,perdu,,,midio,sporn
jasey,peres,,,miedo,sport
jaspe,perfo,,,mieis,spots
jasps,perfs,,,miela,spott
jatos,perie,,,miele,spray
jauks,perif,,,mielo,spree
jaunt,peril,,,miera,spreu
jaups,perir,,,migad,sprit
javas,peris,,,migan,sprod
javel,perit,,,migar,spuck
jawan,perla,,,migas,spuke
jawed,perle,,,migra,spuks
jaxie,perme,,,migre,spukt
jazzy,perms,,,migro,spule
jeans,perot,,,migue,spule
jeats,perre,,,milan,spuli
jebel,perse,,,milla,spult
jedis,perso,,,millo,spult
jeels,perte,,,milpa,spund
jeely,pesai,,,mimad,spure
jeeps,pesas,,,miman,spurt
jeers,pesat,,,mimar,spurt
jeeze,pesee,,,mimas,spute
jefes,peser,,,mimen,spvgg
jeffs,peses,,,mimes,squaw
jehad,pesez,,,minad,staat
jehus,peson,,,minal,stabe
jelab,pesos,,,minan,stabs
jello,pesse,,,minar,stach
jells,pesta,,,minas,stack
jelly,peste,,,minaz,stade
jembe,pesto,,,minen,stadt
jemmy,petai,,,mines,stage
jenny,petas,,,minga,stahl
jeons,petat,,,mingo,stakt
jerid,petee,,,minia,stall
jerks,peter,,,minie,stamm
jerky,petes,,,minio,stand
jerry,petez,,,minue,stank
jesse,petit,,,mioma,starb
jests,peton,,,miona,stare
jesus,petre,,,miope,stark
jetes,petri,,,mirad,starr
jeton,pette,,,miran,stars
jetty,petun,,,mirar,start
jeune,peufs,,,miras,stasi
jewel,peuhl,,,miren,statt
jewie,peule,,,mires,staub
jhala,peuls,,,mirla,staue
jiaos,peurs,,,mirle,staus
jibba,peves,,,mirlo,staut
jibbs,pezes,,,miron,steak
jibed,phaco,,,mirra,steam
jiber,phage,,,mirto,steck
jibes,phare,,,mirza,stege
jiffs,phasa,,,misad,stegs
jiffy,phase,,,misal,stehe
jiggy,philo,,,misan,steht
jigot,phlox,,,misar,steif
jihad,phone,,,misas,steig
jills,phono,,,misen,steil
jilts,photo,,,mises,stein
jimmy,phots,,,misia,stele
jimpy,phyla,,,misil,stell
jingo,physe,,,misio,steno
jinks,piafs,,,misis,stenz
jinne,piano,,,misma,stern
jinni,pians,,,mismo,sterz
jinns,pible,,,mista,stete
jirds,picas,,,miste,stetl
jirga,picon,,,misto,stets
jirre,picot,,,mitad,steve
jisms,picte,,,mitan,stews
jived,piece,,,mitin,steyr
jiver,pieds,,,miton,stich
jives,piege,,,mitra,stick
jivey,piers,,,mitre,stieg
jnana,pieta,,,mitro,stiel
jobed,piete,,,miura,stier
jobes,pieux,,,mixta,stift
jocko,pieze,,,mixto,stile
jocks,pifai,,,minon,still
jocky,pifas,,,moare,stils
jocos,pifat,,,moble,stino
jodel,pifee,,,mocad,stipp
joeys,pifer,,,mocan,stirb
johns,pifes,,,mocar,stirn
joins,pifez,,,mocas,stobe
joint,piffa,,,mocea,stock
joist,piffe,,,mocee,stoff
joked,pigea,,,moceo,stohn
joker,pigee,,,mocha,stola
jokes,piger,,,moche,stolz
jokey,piges,,,mocho,stone
jokol,pigez,,,mocil,stopf
joled,pigna,,,modal,stopp
joles,pigne,,,modem,store
jolls,pikas,,,modio,store
jolly,pilaf,,,modus,storm
jolts,pilai,,,mofad,stors
jolty,pilas,,,mofan,stort
jomon,pilat,,,mofar,story
jomos,pilau,,,mofas,streb
jones,pilaw,,,mofen,streu
jongs,pilee,,,mofes,strip
jonty,piler,,,mofle,stroh
jooks,piles,,,mogol,strom
joram,pilet,,,mogon,stube
jorum,pilez,,,mohin,stuck
jotas,pilla,,,mohur,stuck
jotty,pille,,,mojad,studi
jotun,pilon,,,mojan,stufe
joual,pilot,,,mojar,stuft
jougs,pilou,,,mojas,stuhl
jouks,pilum,,,mojel,stuka
joule,pinca,,,mojen,stumm
jours,pince,,,mojes,stunk
joust,pines,,,mojon,stunt
jowar,pinne,,,molad,stupa
jowed,pinot,,,molan,stups
jowls,pinta,,,molar,sture
jowly,pinte,,,molas,sturm
joyed,pinup,,,molda,sturz
jubas,pions,,,molde,stuss
jubes,pipai,,,moldo,stute
jucos,pipas,,,moled,stutz
judas,pipat,,,molen,stvzo
judge,pipee,,,moler,style
judgy,piper,,,moles,stylt
judos,pipes,,,molia,suada
jugal,pipez,,,molio,suade
jugum,pipis,,,molla,suche
juice,pipit,,,molle,sucht
juicy,pipos,,,molon,sudan
jujus,piqua,,,molsa,suden
juked,pique,,,molso,sudle
jukes,pires,,,momea,sufis
jukus,pisan,,,momee,suhle
julep,pisco,,,momeo,suhlt
jumar,pises,,,momia,suhne
jumbo,pissa,,,momio,suhnt
jumby,pisse,,,monda,suite
jumps,pista,,,monde,sujet
jumpy,piste,,,mondo,sulky
junco,pitas,,,monea,sulla
junks,pitch,,,monee,sulze
junky,pites,,,moneo,sulze
junta,pitie,,,monfi,sulzt
junto,piton,,,monga,sulzt
jupes,pitou,,,mongo,sumer
jupon,pitre,,,monis,summa
jural,pitta,,,monja,summe
jurat,pives,,,monje,summt
jurel,pivot,,,monra,sumpf
jures,pixel,,,monse,sunde
juror,pizza,,,monta,suomi
justs,placa,,,monte,super
jutes,place,,,monto,suppe
jutty,plage,,,mopan,supra
juves,plaid,,,moque,suren
juvie,plaie,,,morad,surfe
kaama,plain,,,moral,surft
kabab,plais,,,moran,surre
kabar,plait,,,morar,surrt
kabob,plana,,,moras,susan
kacha,plane,,,morbo,sushi
kacks,plans,,,morca,susie
kadai,plant,,,morco,susis
kades,plate,,,morde,suzys
kadis,plats,,,mordi,svens
kafir,plebe,,,morea,sveta
kagos,plein,,,moren,swapo
kagus,pleur,,,moreo,swift
kahal,pleut,,,mores,swing
kaiak,plexi,,,morfa,swiss
kaids,pliai,,,morfe,syene
kaies,plias,,,morfo,syker
kaifs,pliat,,,morga,sykes
kaika,pliee,,,moria,sylts
kaiks,plier,,,morid,syrer
kails,plies,,,morir,syrte
kaims,pliez,,,moris,szene
kaing,plint,,,morma,tabak
kains,plion,,,morme,tabea
kakas,plocs,,,mormo,tabor
kakis,ploie,,,moron,tabor
kalam,plomb,,,morra,tabus
kales,plots,,,morro,tacho
kalif,plouc,,,morsa,tacos
kalis,plouf,,,morse,tadel
kalpa,plouk,,,mosca,tadle
kamas,ploya,,,mosco,tafel
kames,ploye,,,mosen,tafle
kamik,plugs,,,mosto,tafts
kamis,pluie,,,motea,tagen
kamme,pluma,,,motee,tages
kanae,plume,,,motel,tagge
kanas,pneus,,,moteo,taggt
kandy,pocha,,,motil,tagst
kaneh,poche,,,motin,tagte
kanes,podal,,,moton,taiga
kanga,podia,,,motor,taino
kangs,podie,,,moved,takel
kanji,poela,,,mover,takle
kants,poele,,,moves,takte
kanzu,poeme,,,movia,takts
kaons,poete,,,movil,talar
kapas,pogna,,,movio,taler
kaphs,pogne,,,monas,taler
kapok,pogos,,,monon,tales
kapow,poids,,,muare,talgs
kappa,poila,,,muble,talks
kapus,poile,,,mucha,talon
kaput,poils,,,mucho,talus
karas,poilu,,,mudad,tamil
karat,poing,,,mudan,tands
karks,poins,,,mudar,tanga
karma,point,,,mudas,tango
karns,poire,,,muden,tangs
karoo,poise,,,mudes,tanja
karos,poker,,,mudez,tanke
karri,polar,,,mudra,tanks
karst,poles,,,mueca,tankt
karsy,polie,,,muela,tanne
karts,polio,,,muele,tante
karzy,polir,,,muelo,tanze
kasha,polis,,,muera,tanze
kasme,polit,,,muere,tanzt
katal,polje,,,muero,tapas
katas,polka,,,mueso,tapes
katis,polos,,,mueva,tapet
katti,polys,,,mueve,tapir
kaugh,pombe,,,muevo,tappe
kauri,pomma,,,mufla,tappt
kauru,pomme,,,mufti,tapse
kaury,pompa,,,mugad,tapst
kaval,pompe,,,mugan,tarif
kavas,ponca,,,mugar,tarne
kawas,ponce,,,mugas,tarnt
kawau,ponch,,,mugen,tarot
kawed,ponde,,,muges,tarps
kayak,ponds,,,mugia,tartu
kayle,pondu,,,mugid,taser
kayos,poney,,,mugil,tasks
kazis,ponge,,,mugio,tasse
kazoo,ponor,,,mugir,tasso
kbars,ponot,,,mugis,taste
kebab,ponta,,,mugle,tatar
kebar,ponte,,,mugor,taten
kebob,ponts,,,mugre,taten
kecks,pools,,,mugue,tater
kedge,popaa,,,mujan,tatet
kedgy,popah,,,mujas,tatet
keech,popes,,,mujer,tatig
keefs,popup,,,mujik,tatra
keeks,poqua,,,mujol,tatst
keels,poque,,,mular,tatze
keema,porcs,,,muleo,taube
keeno,pores,,,mulla,tauen
keens,porno,,,mulle,taues
keeps,porta,,,mulli,taufe
keets,porte,,,mullo,tauft
keeve,porto,,,mulsa,tauge
kefir,ports,,,mulso,taugt
kehua,posai,,,multa,taust
keirs,posas,,,multe,taute
kelep,posat,,,multo,taxen
kelim,posca,,,mundo,taxis
kells,posee,,,murad,taxon
kelly,poser,,,mural,taxus
kelps,poses,,,muran,tbyte
kelpy,posez,,,murar,teams
kelts,posta,,,muras,teddy
kelty,poste,,,muren,teeei
kembo,posts,,,mures,teens
kembs,potai,,,murga,teeny
kemps,potas,,,muria,teere
kempt,potat,,,murio,teers
kempy,potee,,,murta,teert
kenaf,poter,,,murto,tegel
kench,potes,,,musar,teich
kendo,potet,,,musca,teige
kenos,potez,,,musco,teigs
kente,potin,,,museo,teile
kents,potto,,,musga,teils
kepis,potue,,,musgo,teilt
kerbs,potus,,,musli,teins
kerel,pouah,,,muslo,teint
kerfs,pouca,,,mutad,telex
kerky,pouce,,,mutan,telko
kerma,pouet,,,mutar,tells
kerne,poufs,,,mutas,tempi
kerns,pouic,,,muten,tempo
keros,poule,,,mutes,tenne
kerry,pouls,,,mutis,tenno
kerve,pound,,,mutua,tenor
kesar,poupe,,,mutuo,terme
kests,poyas,,,munan,terms
ketas,prame,,,munas,terra
ketch,praos,,,munen,terry
ketes,prase,,,munes,tesla
ketol,preau,,,munia,tessa
kevel,prele,,,munid,teste
kevil,prend,,,munir,tests
kexes,prepa,,,munis,tetum
keyed,preta,,,munon,teuer
keyer,prete,,,nabab,teufe
khadi,prets,,,nabal,teure
khafs,preux,,,nabar,texas
khaki,prevu,,,nabla,texel
khans,priai,,,nacar,texte
khaph,prias,,,nacas,texts
khats,priat,,,naced,thais
khaya,priee,,,nacen,thein
khazi,prier,,,nacer,theke
kheda,pries,,,naces,thema
kheth,priez,,,nacha,theos
khets,prima,,,nacho,these
khoja,prime,,,nacia,theta
khors,primo,,,nacio,thiel
khoum,prion,,,nacre,thilo
khuds,prisa,,,nadad,thing
kiaat,prise,,,nadal,thora
kiack,priva,,,nadan,thorn
kiang,prive,,,nadar,thors
kibbe,proba,,,nadas,thron
kibbi,probe,,,naden,thuje
kibei,procs,,,nades,thule
kibes,prods,,,nadga,thurn
kibla,profs,,,nadie,tiara
kicks,proie,,,nadir,tiber
kicky,projo,,,nafra,tibet
kiddo,prolo,,,nafta,ticke
kiddy,promo,,,nagua,ticks
kidel,promu,,,nahoa,tickt
kidge,prona,,,nahua,tiden
kiefs,prone,,,naife,tieck
kiers,prose,,,naipe,tiefe
kieve,prote,,,naire,tiefs
kievs,proto,,,nalca,tiere
kight,proue,,,nalga,tiers
kikoi,prout,,,nanay,tietz
kiley,provo,,,nance,tiger
kilim,proxo,,,nanea,tilde
kills,proxy,,,nanee,tilge
kilns,prude,,,naneo,tilgt
kilos,prune,,,nansa,tilia
kilps,psitt,,,nansu,tills
kilts,psoas,,,napad,tilly
kilty,psore,,,napan,timen
kimbo,ptose,,,napar,timer
kinas,puais,,,napas,times
kinda,puait,,,napea,timex
kinds,puant,,,napen,timms
kindy,pubis,,,napeo,timmy
kines,pucai,,,napes,timor
kings,pucas,,,napia,timur
kinin,pucat,,,narco,tinas
kinks,pucee,,,nardo,tinte
kinky,pucer,,,nares,tipis
kinos,puces,,,nariz,tippe
kiore,pucez,,,narra,tipps
kiosk,puche,,,narre,tippt
kipes,pucks,,,narro,tiran
kippa,pudus,,,nasal,tirol
kipps,puees,,,nason,tisch
kirby,puent,,,natal,titan
kirks,puera,,,natia,titel
kirns,puiez,,,natio,titer
kirri,puine,,,natri,titos
kisan,puisa,,,nauta,titte
kissy,puise,,,naval,titus
kists,puits,,,navio,toast
kited,pujas,,,nazca,tobak
kiter,pulas,,,nazco,toben
kites,pulls,,,ndowe,tobis
kithe,pulpe,,,nebel,tobst
kiths,pulsa,,,nebli,tobte
kitty,pulse,,,nebro,toddy
kitul,pumas,,,necea,toden
kivas,pumes,,,necee,todes
kiwis,punas,,,neceo,tofus
klang,punch,,,necia,togen
klaps,punie,,,necio,togos
klett,punir,,,negad,token
klick,punis,,,negar,tokio
klieg,punit,,,negas,tokyo
kliks,punks,,,negra,tolle
klong,punts,,,negro,tollt
kloof,punus,,,negue,tommi
kluge,puons,,,negus,tommy
klutz,pupes,,,neldo,tomsk
knack,puree,,,neles,tonal
knags,pures,,,nemea,tonen
knaps,purge,,,nemeo,tonen
knarl,purin,,,nemon,toner
knars,puros,,,nenia,tones
knaur,purot,,,nerda,tonga
knave,pusse,,,nerdo,tonic
knawe,putes,,,neron,tonig
knead,putta,,,nesga,tonis
kneed,putte,,,nesgo,tonne
kneel,putti,,,neuma,tonst
knees,putto,,,neura,tonte
knell,putts,,,nevad,tonus
knelt,pyrex,,,nevar,tools
knife,qanun,,,nevas,topas
knish,qibla,,,nevus,topfe
knits,qings,,,niara,topfs
knive,quado,,,niazo,topik
knobs,quads,,,niche,topoi
knock,quais,,,nicho,topos
knoll,quand,,,nicle,toppt
knops,quant,,,nicol,toren
knosp,quark,,,nidal,tores
knots,quart,,,nidia,torfe
knout,quasi,,,nidio,torfs
knowe,qubit,,,niega,torin
known,queer,,,niego,torso
knows,quels,,,niela,torte
knubs,quena,,,niele,torus
knurl,queta,,,nielo,tosca
knurr,quete,,,nieta,tosen
knurs,queue,,,nieto,toste
knuts,queux,,,nieva,total
koala,quick,,,nieve,totem
koans,quiet,,,nievo,toten
koaps,quilt,,,nigua,toten
koban,quine,,,nilad,toter
kobos,quint,,,nilon,totes
koels,quipo,,,nimba,totet
koffs,quipu,,,nimbe,totos
kofta,quota,,,nimbo,touch
kogal,raags,,,nimia,tough
kohas,rabab,,,nimio,touri
kohen,raban,,,ninfa,tours
kohls,rabat,,,ninfo,tourt
koine,rabbi,,,ninja,tower
kojis,rabes,,,ninot,toxin
kokam,rabla,,,nioto,trabe
kokas,rable,,,nipis,trabi
koker,rabot,,,niple,trabt
kokra,racee,,,nipon,track
kokum,racer,,,nipos,tracy
kolas,races,,,niqui,trade
kolos,rachi,,,niste,trafe
kombu,racho,,,nitor,trafo
konbu,racks,,,nitra,traft
kondo,racla,,,nitre,trage
konks,racle,,,nitro,trage
kooks,radai,,,nival,tragt
kooky,radar,,,nivea,tragt
koori,radas,,,nivel,trail
kopek,radat,,,niveo,trakl
kophs,radee,,,nixte,trakt
kopje,rader,,,nizam,tramp
koppa,rades,,,ninea,trams
